id	label
446	Atc::A02BB02
447	Atc::A02BC
448	Atc::A02BC01
449	Atc::A02BC03
450	Atc::A02BC06
451	Atc::A02BC07
452	Atc::A02BC54
453	Atc::A02BD
454	Atc::A02BD04
455	Atc::A02BD06
456	Atc::A02BD11
457	Atc::A02BX
458	Atc::A02BX01
459	Atc::A02BX02
460	Atc::A02BX03
461	Atc::A02BX04
462	Atc::A02BX06
463	Atc::A02BX08
464	Atc::A02BX09
465	Atc::A02BX10
466	Atc::A02BX11
467	Atc::A02BX12
468	Atc::A02BX13
469	Atc::A02BX14
470	Atc::A02BX77
471	Atc::A03
472	Atc::A03A
473	Atc::A03AA
474	Atc::A03AA01
475	Atc::A03AA03
476	Atc::A03AA04
477	Atc::A03AA05
478	Atc::A03AA06
479	Atc::A03AA07
480	Atc::A03AA08
481	Atc::A03AA09
482	Atc::A03AA30
483	Atc::A03AB
484	Atc::A03AB01
485	Atc::A03AB02
486	Atc::A03AB04
487	Atc::A03AB05
488	Atc::A03AB07
489	Atc::A03AB08
490	Atc::A03AB10
491	Atc::A03AB11
492	Atc::A03AB12
493	Atc::A03AB13
494	Atc::A03AB16
495	Atc::A03AB17
496	Atc::A03AB18
497	Atc::A03AB19
498	Atc::A03AB21
499	Atc::A03AB53
500	Atc::A03AC
501	Atc::A03AC02
502	Atc::A03AC04
503	Atc::A03AC05
504	Atc::A03AD
505	Atc::A03AD02
506	Atc::A03AD30
507	Atc::A03AE
508	Atc::A03AE01
509	Atc::A03AE03
510	Atc::A03AX
511	Atc::A03AX01
512	Atc::A03AX02
513	Atc::A03AX03
514	Atc::A03AX04
515	Atc::A03AX05
516	Atc::A03AX06
517	Atc::A03AX07
518	Atc::A03AX08
519	Atc::A03AX09
520	Atc::A03AX10
521	Atc::A03AX11
522	Atc::A03AX12
523	Atc::A03AX14
524	Atc::A03AX30
525	Atc::A03B
526	Atc::A03BA
527	Atc::A03BA03
528	Atc::A03BB
529	Atc::A03BB02
530	Atc::A03BB04
531	Atc::A03BB05
532	Atc::A03C
533	Atc::A03CA
534	Atc::A03CA01
535	Atc::A03CA02
536	Atc::A03CA04
537	Atc::A03CA08
538	Atc::A03CA09
539	Atc::A03CA30
540	Atc::A03CB
541	Atc::A03CB01
542	Atc::A03CB04
543	Atc::A03D
544	Atc::A03DA
545	Atc::A03DA06
546	Atc::A03DB
547	Atc::A03DB04
548	Atc::A03F
549	Atc::A03FA
550	Atc::A03FA01
551	Atc::A03FA02
552	Atc::A03FA03
553	Atc::A03FA04
554	Atc::A03FA05
555	Atc::A03FA06
556	Atc::A03FA07
557	Atc::A03FA08
558	Atc::A04
559	Atc::A04A
560	Atc::A04AA
561	Atc::A04AA01
562	Atc::A04AA02
563	Atc::A04AA03
564	Atc::A04AA04
565	Atc::A04AA55
566	Atc::A04AD
567	Atc::A04AD02
568	Atc::A04AD05
569	Atc::A04AD10
570	Atc::A04AD11
571	Atc::A04AD12
572	Atc::A04AD13
573	Atc::A04AD14
574	Atc::A04AD54
575	Atc::A05
576	Atc::A05A
577	Atc::A05AA
578	Atc::A05AA01
579	Atc::A05AA02
580	Atc::A05AA03
581	Atc::A05AA04
582	Atc::A05AB
583	Atc::A05AB01
584	Atc::A05AX
585	Atc::A05AX01
586	Atc::A05AX02
587	Atc::A05AX03
588	Atc::A05B
589	Atc::A05BA
590	Atc::A05BA01
591	Atc::A05BA04
592	Atc::A05BA05
593	Atc::A05BA06
594	Atc::A05BA07
595	Atc::A05BA08
596	Atc::A06
597	Atc::A06A
598	Atc::A06AA
599	Atc::A06AA01
600	Atc::A06AB
601	Atc::A06AB01
602	Atc::A06AB04
603	Atc::A06AB05
604	Atc::A06AB08
605	Atc::A06AB09
606	Atc::A06AB52
607	Atc::A06AB53
608	Atc::A06AB56
609	Atc::A06AC
610	Atc::A06AC06
611	Atc::A06AC08
612	Atc::A06AC51
613	Atc::A06AD
614	Atc::A06AD03
615	Atc::A06AD04
616	Atc::A06AD12
617	Atc::A06AD13
618	Atc::A06AD14
619	Atc::A06AD15
620	Atc::A06AD21
621	Atc::A06AD61
622	Atc::A06AG
623	Atc::A06AG11
624	Atc::A06AH
625	Atc::A06AH01
626	Atc::A06AH02
627	Atc::A06AH03
628	Atc::A06AH04
629	Atc::A06AH05
630	Atc::A06AX
631	Atc::A06AX01
632	Atc::A06AX03
633	Atc::A06AX04
634	Atc::A06AX05
635	Atc::A06AX06
636	Atc::A06AX07
637	Atc::A07
638	Atc::A07A
639	Atc::A07AA
640	Atc::A07AA06
641	Atc::A07AA11
642	Atc::A07AA12
643	Atc::A07AA51
644	Atc::A07AB
645	Atc::A07AB03
646	Atc::A07AB04
647	Atc::A07AC
648	Atc::A07AC01
649	Atc::A07AX
650	Atc::A07AX03
651	Atc::A07AX04
652	Atc::A07B
653	Atc::A07BA
654	Atc::A07BA51
655	Atc::A07BC
656	Atc::A07BC01
657	Atc::A07BC02
658	Atc::A07BC05
659	Atc::A07BC54
660	Atc::A07D
661	Atc::A07DA
662	Atc::A07DA01
663	Atc::A07DA02
664	Atc::A07DA03
665	Atc::A07DA04
666	Atc::A07DA05
667	Atc::A07DA06
668	Atc::A07DA52
669	Atc::A07E
670	Atc::A07EA
671	Atc::A07EA03
672	Atc::A07EC
673	Atc::A07EC01
674	Atc::A07EC02
675	Atc::A07EC03
676	Atc::A07EC04
677	Atc::A07X
678	Atc::A07XA
679	Atc::A07XA04
680	Atc::A07XA06
681	Atc::A08
682	Atc::A08A
683	Atc::A08AA
684	Atc::A08AA01
685	Atc::A08AA02
686	Atc::A08AA03
687	Atc::A08AA04
688	Atc::A08AA05
689	Atc::A08AA06
690	Atc::A08AA07
691	Atc::A08AA08
692	Atc::A08AA09
693	Atc::A08AA10
694	Atc::A08AA11
695	Atc::A08AA62
696	Atc::A08AB
697	Atc::A08AB01
698	Atc::A08AX
699	Atc::A08AX01
700	Atc::A09
701	Atc::A09A
702	Atc::A09AA
703	Atc::A09AA02
704	Atc::A09AA04
705	Atc::A09AB
706	Atc::A09AB01
707	Atc::A09AB04
708	Atc::A09AC
709	Atc::A09AC01
710	Atc::A10
711	Atc::A10A
712	Atc::A10AB
713	Atc::A10AB06
714	Atc::A10AC
715	Atc::A10AC01
716	Atc::A10AC03
717	Atc::A10AC04
718	Atc::A10AD
719	Atc::A10AD02
720	Atc::A10AD06
721	Atc::A10AE
722	Atc::A10AE05
723	Atc::A10AE54
724	Atc::A10AE56
725	Atc::A10B
726	Atc::A10BA
727	Atc::A10BA01
728	Atc::A10BA03
729	Atc::A10BB
730	Atc::A10BB01
731	Atc::A10BB02
732	Atc::A10BB04
733	Atc::A10BB05
734	Atc::A10BB06
735	Atc::A10BB07
736	Atc::A10BB08
737	Atc::A10BB09
738	Atc::A10BB10
739	Atc::A10BB11
740	Atc::A10BB31
741	Atc::A10BC
742	Atc::A10BC01
743	Atc::A10BD
744	Atc::A10BD04
745	Atc::A10BD09
746	Atc::A10BD13
747	Atc::A10BD14
748	Atc::A10BD16
749	Atc::A10BD17
750	Atc::A10BD19
751	Atc::A10BD21
752	Atc::A10BD23
753	Atc::A10BF
754	Atc::A10BF02
755	Atc::A10BF03
756	Atc::A10BG
757	Atc::A10BG01
758	Atc::A10BH
759	Atc::A10BH02
760	Atc::A10BH05
761	Atc::A10BH06
762	Atc::A10BH07
763	Atc::A10BH51
764	Atc::A10BJ
765	Atc::A10BJ01
766	Atc::A10BJ04
767	Atc::A10BJ05
768	Atc::A10BJ06
769	Atc::A10BK
770	Atc::A10BK01
771	Atc::A10BK05
772	Atc::A10BX
773	Atc::A10BX01
774	Atc::A10BX03
775	Atc::A10BX05
776	Atc::A10BX06
777	Atc::A10BX08
778	Atc::A10X
779	Atc::A10XA
780	Atc::A10XA01
781	Atc::A11
782	Atc::A11C
783	Atc::A11CA
784	Atc::A11CA02
785	Atc::A11CC
786	Atc::A11CC01
787	Atc::A11CC02
788	Atc::A11CC03
789	Atc::A11CC06
790	Atc::A11D
791	Atc::A11DA
792	Atc::A11DA01
793	Atc::A11DA02
794	Atc::A11DA03
795	Atc::A11H
796	Atc::A11HA
797	Atc::A11HA01
798	Atc::A11HA03
799	Atc::A11HA04
800	Atc::A11HA05
801	Atc::A11HA06
802	Atc::A11HA07
803	Atc::A11HA08
804	Atc::A11HA32
805	Atc::A12
806	Atc::A12A
807	Atc::A12AA
808	Atc::A12AA01
809	Atc::A12AA02
810	Atc::A12AA03
811	Atc::A12AA05
812	Atc::A12AA06
813	Atc::A12AA07
814	Atc::A12AA10
815	Atc::A12AA11
816	Atc::A12AA13
817	Atc::A12AA30
818	Atc::A12B
819	Atc::A12BA
820	Atc::A12BA02
821	Atc::A12BA04
822	Atc::A12BA05
823	Atc::A12BA51
824	Atc::A12C
825	Atc::A12CC
826	Atc::A12CC01
827	Atc::A12CC03
828	Atc::A12CC05
829	Atc::A12CC06
830	Atc::A12CC07
831	Atc::A12CC08
832	Atc::A12CC09
833	Atc::A12CD
834	Atc::A12CD02
835	Atc::A12CE
836	Atc::A12CE01
837	Atc::A12CE02
838	Atc::A14
839	Atc::A14A
840	Atc::A14AA
841	Atc::A14AA01
842	Atc::A14AA02
843	Atc::A14AA03
844	Atc::A14AA04
845	Atc::A14AA05
846	Atc::A14AA06
847	Atc::A14AA08
848	Atc::A14AA09
849	Atc::A14AB
850	Atc::A14AB02
851	Atc::A14AB03
852	Atc::A16
853	Atc::A16A
854	Atc::A16AA
855	Atc::A16AA01
856	Atc::A16AA02
857	Atc::A16AA03
858	Atc::A16AA04
859	Atc::A16AA05
860	Atc::A16AA06
861	Atc::A16AA07
862	Atc::A16AB
863	Atc::A16AB01
864	Atc::A16AB02
865	Atc::A16AB03
866	Atc::A16AB05
867	Atc::A16AB06
868	Atc::A16AB07
869	Atc::A16AB08
870	Atc::A16AB09
871	Atc::A16AB10
872	Atc::A16AB11
873	Atc::A16AB12
874	Atc::A16AB13
875	Atc::A16AB14
876	Atc::A16AB15
877	Atc::A16AB17
878	Atc::A16AB18
879	Atc::A16AX
880	Atc::A16AX01
881	Atc::A16AX02
882	Atc::A16AX03
883	Atc::A16AX04
884	Atc::A16AX06
885	Atc::A16AX07
886	Atc::A16AX08
887	Atc::A16AX09
888	Atc::A16AX10
889	Atc::A16AX11
890	Atc::A16AX12
891	Atc::A16AX13
892	Atc::A16AX14
893	Atc::A16AX15
894	Atc::B
895	Atc::B01
896	Atc::B01A
897	Atc::B01AA
898	Atc::B01AA01
899	Atc::B01AA02
900	Atc::B01AA03
901	Atc::B01AA04
902	Atc::B01AA07
903	Atc::B01AA08
904	Atc::B01AA09
905	Atc::B01AA10
906	Atc::B01AA11
907	Atc::B01AA12
908	Atc::B01AB
909	Atc::B01AB02
910	Atc::B01AB04
911	Atc::B01AB05
912	Atc::B01AB06
913	Atc::B01AB07
914	Atc::B01AB08
915	Atc::B01AB09
916	Atc::B01AB10
917	Atc::B01AB11
918	Atc::B01AB12
919	Atc::B01AB51
920	Atc::B01AC
921	Atc::B01AC01
922	Atc::B01AC02
923	Atc::B01AC03
924	Atc::B01AC04
925	Atc::B01AC05
926	Atc::B01AC06
927	Atc::B01AC07
928	Atc::B01AC09
929	Atc::B01AC10
930	Atc::B01AC11
931	Atc::B01AC13
932	Atc::B01AC16
933	Atc::B01AC17
934	Atc::B01AC18
935	Atc::B01AC19
936	Atc::B01AC21
937	Atc::B01AC22
938	Atc::B01AC23
939	Atc::B01AC24
940	Atc::B01AC25
941	Atc::B01AC26
942	Atc::B01AC27
943	Atc::B01AD
944	Atc::B01AD01
945	Atc::B01AD02
946	Atc::B01AD03
947	Atc::B01AD04
948	Atc::B01AD05
949	Atc::B01AD06
950	Atc::B01AD07
951	Atc::B01AD08
952	Atc::B01AD09
953	Atc::B01AD10
954	Atc::B01AD11
955	Atc::B01AD12
956	Atc::B01AE
957	Atc::B01AE01
958	Atc::B01AE02
959	Atc::B01AE03
960	Atc::B01AE04
961	Atc::B01AE05
962	Atc::B01AE06
963	Atc::B01AE07
964	Atc::B01AF
965	Atc::B01AF01
966	Atc::B01AF02
967	Atc::B01AF03
968	Atc::B01AX
969	Atc::B01AX01
970	Atc::B01AX05
971	Atc::B01AX07
972	Atc::B02
973	Atc::B02A
974	Atc::B02AA
975	Atc::B02AA01
976	Atc::B02AA02
977	Atc::B02AA03
978	Atc::B02AB
979	Atc::B02AB01
980	Atc::B02AB02
981	Atc::B02AB04
982	Atc::B02B
983	Atc::B02BA
984	Atc::B02BA01
985	Atc::B02BA02
986	Atc::B02BB
987	Atc::B02BB01
988	Atc::B02BC
989	Atc::B02BC02
990	Atc::B02BC03
991	Atc::B02BC06
992	Atc::B02BC08
993	Atc::B02BD
994	Atc::B02BD02
995	Atc::B02BD03
996	Atc::B02BD06
997	Atc::B02BD08
998	Atc::B02BD11
999	Atc::B02BD13
1000	Atc::B02BD14
1001	Atc::B02BX
1002	Atc::B02BX01
1003	Atc::B02BX02
1004	Atc::B02BX03
1005	Atc::B02BX04
1006	Atc::B02BX05
1007	Atc::B02BX06
1008	Atc::B02BX07
1009	Atc::B02BX08
1010	Atc::B02BX09
1011	Atc::B03
1012	Atc::B03A
1013	Atc::B03AA
1014	Atc::B03AA01
1015	Atc::B03AA02
